GeneID	GeneName	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000062478	Ctrc	3481.96870348693	6.68927396346912	0.647676060085602	10.3281167480314	5.25827857627107e-25	5.28351831343717e-21
ENSMUSG00000058119	Gm5771	2045.90554873569	6.57620327205078	0.715185803306684	9.19509761190099	3.74654286030095e-20	1.8822631330152e-16
ENSMUSG00000005640	Insrr	695.055028641291	-6.53608669953211	0.73029769322027	-8.9498936669388	3.55824949588859e-19	1.19177636448962e-15
ENSMUSG00000071519	Prss3	3715.56065367953	5.93227748900768	0.682818090303202	8.68793251563309	3.69094923650013e-18	9.27166448208833e-15
ENSMUSG00000062751	Prss1	581.066521591825	7.51048310221084	0.871425926814611	8.61861332226421	6.77697896154987e-18	1.36190169211306e-14
ENSMUSG00000036938	Try5	66609.4717663258	4.77916427870335	0.602334783100557	7.93439863144262	2.1151769813034e-15	3.54221638468943e-12
ENSMUSG00000022315	Slc30a8	958.026165024947	-5.82230744882941	0.756621581490954	-7.69513795437384	1.41341593402616e-14	2.02885761501355e-11
ENSMUSG00000071517	Gm10334	433.478453569898	6.72165627892859	0.891497542808322	7.53973618116162	4.70923178823508e-14	5.91479512602326e-11
ENSMUSG00000084899	Gm15344	142.154433608879	-6.27521339782287	0.839791322781256	-7.47234846037745	7.87760653609964e-14	8.79491005274769e-11
ENSMUSG00000071521	Try10	1802.21483793371	4.70895184065104	0.646514801006191	7.28359479678169	3.25040333046639e-13	3.26600526645263e-10
ENSMUSG00000022479	Vdr	288.225559428769	-5.26905320858088	0.73155970442613	-7.20249239631668	5.91217403338907e-13	5.40050224431758e-10
ENSMUSG00000031255	Sytl4	466.356167726988	-5.42265036273418	0.756916327854723	-7.16413447983508	7.82795324120562e-13	6.55460618063617e-10
ENSMUSG00000035187	Nkx6-1	350.598886975024	-5.19648389254765	0.735036406733532	-7.06969592926775	1.55273556060547e-12	1.11398655464437e-09
ENSMUSG00000071553	Cpa2	22592.6227709047	4.31099882173223	0.609352247669505	7.07472375497069	1.49746762078043e-12	1.11398655464437e-09
ENSMUSG00000035896	Rnase1	26202.0084573369	4.26477393552172	0.604061134133051	7.06016940097052	1.66299744423424e-12	1.11398655464437e-09
ENSMUSG00000030406	Gipr	153.93796652732	-6.45738647407708	0.93152294361912	-6.93207453268845	4.147133446747e-12	2.60439980455712e-09
ENSMUSG00000032890	Rims3	171.399117885264	-5.28227820952625	0.76942867099027	-6.86519544784814	6.64002794906067e-12	3.92464710777421e-09
ENSMUSG00000024225	Clps	30127.8091656635	4.19587607732822	0.612980903486283	6.84503555243644	7.64568809882424e-12	4.26799300094366e-09
ENSMUSG00000026163	Sphkap	891.14243115742	-5.70059400294278	0.834288689704779	-6.83287940168528	8.32269208229324e-12	4.40139000225697e-09
ENSMUSG00000053965	Pde5a	382.906565529732	-5.01252405050983	0.737752601649869	-6.79431565446208	1.08827873426023e-11	5.46751236092341e-09
ENSMUSG00000023140	Reg2	1024.23777548949	4.27071364106663	0.631403823114116	6.76383874269758	1.34382652215374e-11	5.84221946081262e-09
ENSMUSG00000084174	Sycn	12073.9418596824	4.07930280393789	0.603591836424224	6.758379682708	1.395434584589e-11	5.84221946081262e-09
ENSMUSG00000031896	Ctrl	44077.1480314193	4.05313734517574	0.598641874503445	6.77055434609832	1.28289881736423e-11	5.84221946081262e-09
ENSMUSG00000024503	Spink1	1627.851115822	4.20801522520372	0.622362501941826	6.76135726698562	1.36704953426064e-11	5.84221946081262e-09
ENSMUSG00000022211	Carmil3	173.685193972728	-5.24518273095592	0.776864685655935	-6.75173273776401	1.46089803451849e-11	5.87164138033673e-09
ENSMUSG00000042179	Pnliprp1	51532.5148507958	4.01969814378215	0.597064020998172	6.73244074741268	1.66840338836532e-11	6.44773740242105e-09
ENSMUSG00000027690	Slc2a2	637.62332978579	-4.28484684974008	0.638566969539926	-6.71009785054687	1.94493946800828e-11	7.23805621279528e-09
ENSMUSG00000063903	Klk1	11011.6959356387	4.01513901430284	0.60175439924521	6.67238830216961	2.51673591973248e-11	9.0314866148114e-09
ENSMUSG00000029882	2210010C04Rik	64925.576144819	4.03584873852134	0.605711546990206	6.66298794958682	2.6831566996593e-11	9.29667535109539e-09
ENSMUSG00000070880	Gad1	111.498010801768	-6.14304717070631	0.926301976489461	-6.63179754186371	3.31623242101616e-11	1.11071677887901e-08
ENSMUSG00000002265	Peg3	2001.64918319301	-5.06443713905742	0.766852420467612	-6.60418746017548	3.99703492608629e-11	1.29555506249404e-08
ENSMUSG00000030785	Cox6a2	105.884956409638	-6.38481682250384	0.973149195732681	-6.56098453402793	5.34536655842471e-11	1.67844509934536e-08
ENSMUSG00000068615	Gjd2	266.588838437469	-5.35018614257376	0.816826419793529	-6.54996705900641	5.75497764669487e-11	1.72889819459459e-08
ENSMUSG00000023433	Cela3b	50191.3725634189	3.89938082106746	0.595551118815776	6.54751657392767	5.85017303107246e-11	1.72889819459459e-08
ENSMUSG00000057163	Prss2	82416.4118163451	3.95813049635277	0.606248432115283	6.52889193056108	6.62580347573406e-11	1.90217352354788e-08
ENSMUSG00000005373	Mlxipl	415.362253518736	-4.81285228089999	0.739189304971382	-6.51098744060741	7.46583869064869e-11	2.0432733681786e-08
ENSMUSG00000024899	Papss2	402.544550442654	-4.88913353773209	0.751039524666522	-6.50982188973739	7.52399628011627e-11	2.0432733681786e-08
ENSMUSG00000029420	Rimbp2	383.254438388364	-4.92767943651262	0.758388285700186	-6.49756797332795	8.16288146062929e-11	2.1584377083264e-08
ENSMUSG00000005268	Prlr	394.407543698706	-5.6708793943808	0.873405001443516	-6.49284053217955	8.42328381559593e-11	2.17018348151559e-08
ENSMUSG00000023031	Cela1	116358.986486094	3.9611420268501	0.612620598668768	6.46589754810353	1.00699289644232e-10	2.52956615586311e-08
ENSMUSG00000054106	Try4	87545.3235523082	3.98128759337696	0.617553968298568	6.44686585748265	1.14186766033677e-10	2.79841128074729e-08
ENSMUSG00000011463	Cpb1	73965.4662868524	3.9525623508452	0.614152566727736	6.43579879817946	1.22825647366375e-10	2.93845739223174e-08
ENSMUSG00000031957	Ctrb1	219351.906381291	3.83429033299979	0.598250296340581	6.40917414743234	1.46309996551241e-10	3.41889033801597e-08
ENSMUSG00000049350	Zg16	14854.2334002487	3.85019033278064	0.604989496127927	6.36406145465789	1.9648746355166e-10	4.48705916765246e-08
ENSMUSG00000025091	Pnliprp2	7523.38861388858	3.8639595199642	0.608389068392724	6.35113239324339	2.13735655065852e-10	4.7724796935593e-08
ENSMUSG00000114985	1810028F09Rik	796.082075399635	4.0328273040507	0.643184241070812	6.27009657036468	3.60824251550758e-10	7.88165669474352e-08
ENSMUSG00000044748	Defb1	131.915681181753	-5.09043985570682	0.820044925477921	-6.20751339048908	5.38295236292796e-10	1.15080649665319e-07
ENSMUSG00000024027	Glp1r	464.130140854148	-4.07090977724875	0.661677048240006	-6.15241194790866	7.63133425763186e-10	1.59749263793094e-07
ENSMUSG00000074102	Rbm15b	572.173304409126	-3.95309437316885	0.642881164274549	-6.14902814523998	7.79591457958317e-10	1.59863978970718e-07
ENSMUSG00000024184	Pdia2	3281.25036999282	3.71640309547211	0.608992321364235	6.10254508159775	1.04392652006634e-09	2.09787473472531e-07
ENSMUSG00000049892	Rasd1	246.221890954836	-4.26391786370704	0.701465445269661	-6.07858575566453	1.21247134480805e-09	2.38880628875122e-07
ENSMUSG00000071356	Reg3b	393.51289399151	4.1986582209487	0.691824874546872	6.06896105564102	1.28740356933449e-09	2.48765982012941e-07
ENSMUSG00000046008	Pnlip	104651.76706861	3.63817266053836	0.59992644427772	6.06436454875484	1.32476369094136e-09	2.51155199369412e-07
ENSMUSG00000034528	Hsd17b13	218.210708430246	4.55674990576647	0.767482683669785	5.93726738429846	2.89811807814882e-09	5.39264637948876e-07
ENSMUSG00000058579	Cela2a	77228.0284557096	3.61842059168996	0.61027945958535	5.92912072470615	3.04561114901134e-09	5.5640546955029e-07
ENSMUSG00000044156	Hepacam2	340.994338423908	-4.46545220224482	0.754643387086384	-5.91730117650081	3.27267100895581e-09	5.87210683892642e-07
ENSMUSG00000020788	Atp2a3	860.957893504035	-4.12248361934772	0.702146358132741	-5.87125970475855	4.32496132123566e-09	7.62407216767999e-07
ENSMUSG00000040205	Cuzd1	2150.40472283056	3.66682238378041	0.625336619749965	5.8637576434378	4.52507821752102e-09	7.70643829316122e-07
ENSMUSG00000022490	Ppp1r1a	327.285811465844	-5.11485117196083	0.872066695439549	-5.86520640990972	4.48574319936404e-09	7.70643829316122e-07
